,,Edifícios de habitação familiar clássica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Onde há mais e menos moradias ou prédios de apartamentos?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edifício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territórios,,Número,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

NUTS III,Alto Minho,2020," 123,961"
Município,Arcos de Valdevez,2010," 15,326"
Município,Arcos de Valdevez,2011," 15,388"
Município,Arcos de Valdevez,2012," 15,444"
Município,Arcos de Valdevez,2013," 15,492"
Município,Arcos de Valdevez,2014," 15,538"
Município,Arcos de Valdevez,2015," 15,576"
Município,Arcos de Valdevez,2016," 15,607"
Município,Arcos de Valdevez,2017," 15,653"
Município,Arcos de Valdevez,2018," 15,681"
Município,Arcos de Valdevez,2019," 15,709"
Município,Arcos de Valdevez,2020," 15,729"
Município,Caminha,2010," 9,303"
Município,Caminha,2011," 9,347"
Município,Caminha,2012," 9,392"
Município,Caminha,2013," 9,424"
Município,Caminha,2014," 9,448"
Município,Caminha,2015," 9,471"
Município,Caminha,2016," 9,496"
Município,Caminha,2017," 9,519"
Município,Caminha,2018," 9,535"
Município,Caminha,2019," 9,554"
Município,Caminha,2020," 9,573"
Município,Melgaço,2010," 7,006"
Município,Melgaço,2011," 7,017"
Município,Melgaço,2012," 7,036"
Município,Melgaço,2013," 7,043"
Município,Melgaço,2014," 7,049"
Município,Melgaço,2015," 7,050"
Município,Melgaço,2016," 7,059"
Município,Melgaço,2017," 7,060"
Município,Melgaço,2018," 7,065"
Município,Melgaço,2019," 7,069"
Município,Melgaço,2020," 7,070"
Município,Monção,2010," 11,706"
Município,Monção,2011," 11,745"
Município,Monção,2012," 11,786"
Município,Monção,2013," 11,808"
Município,Monção,2014," 11,828"
Município,Monção,2015," 11,839"
Município,Monção,2016," 11,851"
Município,Monção,2017," 11,855"
Município,Monção,2018," 11,867"
Município,Monção,2019," 11,879"
Município,Monção,2020," 11,889"
Município,Paredes de Coura,2010," 5,699"
Município,Paredes de Coura,2011," 5,757"
Município,Paredes de Coura,2012," 5,783"
Município,Paredes de Coura,2013," 5,803"
Município,Paredes de Coura,2014," 5,812"
Município,Paredes de Coura,2015," 5,822"
Município,Paredes de Coura,2016," 5,832"
Município,Paredes de Coura,2017," 5,839"
Município,Paredes de Coura,2018," 5,855"
Município,Paredes de Coura,2019," 5,871"
Município,Paredes de Coura,2020," 5,880"
Município,Ponte da Barca,2010," 6,784"
Município,Ponte da Barca,2011," 6,843"
Município,Ponte da Barca,2012," 6,893"
Município,Ponte da Barca,2013," 6,931"
Município,Ponte da Barca,2014," 6,950"
Município,Ponte da Barca,2015," 6,964"
Município,Ponte da Barca,2016," 6,976"
Município,Ponte da Barca,2017," 6,986"
Município,Ponte da Barca,2018," 7,005"
Município,Ponte da Barca,2019," 7,016"
Município,Ponte da Barca,2020," 7,027"
Município,Ponte de Lima,2010," 19,566"
Município,Ponte de Lima,2011," 19,769"
Município,Ponte de Lima,2012," 19,907"
Município,Ponte de Lima,2013," 19,987"
Município,Ponte de Lima,2014," 20,051"
Município,Ponte de Lima,2015," 20,129"
Município,Ponte de Lima,2016," 20,197"
Município,Ponte de Lima,2017," 20,241"
Município,Ponte de Lima,2018," 20,289"
Município,Ponte de Lima,2019," 20,347"
Município,Ponte de Lima,2020," 20,385"
Município,Valença,2010," 6,797"
Município,Valença,2011," 6,845"
Município,Valença,2012," 6,869"
Município,Valença,2013," 6,897"
Município,Valença,2014," 6,911"
Município,Valença,2015," 6,928"
Município,Valença,2016," 6,935"
Município,Valença,2017," 6,948"
Município,Valença,2018," 6,976"
Município,Valença,2019," 7,002"
Município,Valença,2020," 7,031"
Município,Viana do Castelo,2010," 32,897"
Município,Viana do Castelo,2011," 33,031"
Município,Viana do Castelo,2012," 33,165"
Município,Viana do Castelo,2013," 33,255"
Município,Viana do Castelo,2014," 33,336"
Município,Viana do Castelo,2015," 33,378"
Município,Viana do Castelo,2016," 33,427"
Município,Viana do Castelo,2017," 33,478"
Município,Viana do Castelo,2018," 33,522"
Município,Viana do Castelo,2019," 33,580"
Município,Viana do Castelo,2020," 33,632"
Município,Vila Nova de Cerveira,2010," 5,573"
Município,Vila Nova de Cerveira,2011," 5,598"
Município,Vila Nova de Cerveira,2012," 5,625"
Município,Vila Nova de Cerveira,2013," 5,643"
Município,Vila Nova de Cerveira,2014," 5,658"
Município,Vila Nova de Cerveira,2015," 5,673"
Município,Vila Nova de Cerveira,2016," 5,687"
Município,Vila Nova de Cerveira,2017," 5,698"
Município,Vila Nova de Cerveira,2018," 5,706"
Município,Vila Nova de Cerveira,2019," 5,730"
Município,Vila Nova de Cerveira,2020," 5,745"
NUTS III,Cávado,2010," 123,888"
NUTS III,Cávado,2011," 125,226"
NUTS III,Cávado,2012," 125,994"
NUTS III,Cávado,2013," 126,552"
NUTS III,Cávado,2014," 126,941"
NUTS III,Cávado,2015," 127,287"
NUTS III,Cávado,2016," 127,665"
NUTS III,Cávado,2017," 128,099"
NUTS III,Cávado,2018," 128,580"
NUTS III,Cávado,2019," 129,204"
NUTS III,Cávado,2020," 129,885"
Município,Amares,2010," 8,422"
Município,Amares,2011," 8,501"
Município,Amares,2012," 8,552"
Município,Amares,2013," 8,581"
Município,Amares,2014," 8,606"
Município,Amares,2015," 8,634"
Município,Amares,2016," 8,650"
Município,Amares,2017," 8,678"
Município,Amares,2018," 8,714"
Município,Amares,2019," 8,758"
Município,Amares,2020," 8,796"
Município,Barcelos,2010," 37,000"
Município,Barcelos,2011," 37,403"
Município,Barcelos,2012," 37,606"
Município,Barcelos,2013," 37,787"
Município,Barcelos,2014," 37,886"
Município,Barcelos,2015," 37,987"
Município,Barcelos,2016," 38,105"
Município,Barcelos,2017," 38,226"
Município,Barcelos,2018," 38,347"
Município,Barcelos,2019," 38,509"
Município,Barcelos,2020," 38,688"
Município,Braga,2010," 38,714"
Município,Braga,2011," 39,201"
Município,Braga,2012," 39,482"
Município,Braga,2013," 39,672"
Município,Braga,2014," 39,814"
Município,Braga,2015," 39,937"
Município,Braga,2016," 40,069"
Município,Braga,2017," 40,228"
Município,Braga,2018," 40,406"
Município,Braga,2019," 40,676"
Município,Braga,2020," 40,930"
Município,Esposende,2010," 15,058"
Município,Esposende,2011," 15,191"
Município,Esposende,2012," 15,275"
Município,Esposende,2013," 15,343"
Município,Esposende,2014," 15,385"
Município,Esposende,2015," 15,424"
Município,Esposende,2016," 15,473"
Município,Esposende,2017," 15,527"
Município,Esposende,2018," 15,581"
Município,Esposende,2019," 15,630"
Município,Esposende,2020," 15,707"
Município,Terras de Bouro,2010," 4,634"
Município,Terras de Bouro,2011," 4,670"
Município,Terras de Bouro,2012," 4,678"
Município,Terras de Bouro,2013," 4,687"
Município,Terras de Bouro,2014," 4,699"
Município,Terras de Bouro,2015," 4,702"
Município,Terras de Bouro,2016," 4,704"
Município,Terras de Bouro,2017," 4,704"
Município,Terras de Bouro,2018," 4,704"
Município,Terras de Bouro,2019," 4,705"
Município,Terras de Bouro,2020," 4,705"
Município,Vila Verde,2010," 20,060"
Município,Vila Verde,2011," 20,260"
Município,Vila Verde,2012," 20,401"
Município,Vila Verde,2013," 20,482"
Município,Vila Verde,2014," 20,551"
Município,Vila Verde,2015," 20,603"
Município,Vila Verde,2016," 20,664"
Município,Vila Verde,2017," 20,736"
Município,Vila Verde,2018," 20,828"
Município,Vila Verde,2019," 20,926"
Município,Vila Verde,2020," 21,059"
NUTS III,Ave,2010," 137,805"
NUTS III,Ave,2011," 138,761"
NUTS III,Ave,2012," 139,448"
NUTS III,Ave,2013," 140,004"
NUTS III,Ave,2014," 140,351"
NUTS III,Ave,2015," 140,678"
NUTS III,Ave,2016," 141,030"
NUTS III,Ave,2017," 141,457"
NUTS III,Ave,2018," 141,954"
NUTS III,Ave,2019," 142,512"
NUTS III,Ave,2020," 143,064"
Município,Cabeceiras de Basto,2010," 8,423"
Município,Cabeceiras de Basto,2011," 8,494"
Município,Cabeceiras de Basto,2012," 8,535"
Município,Cabeceiras de Basto,2013," 8,567"
Município,Cabeceiras de Basto,2014," 8,586"
Município,Cabeceiras de Basto,2015," 8,609"
Município,Cabeceiras de Basto,2016," 8,627"
Município,Cabeceiras de Basto,2017," 8,647"
Município,Cabeceiras de Basto,2018," 8,677"
Município,Cabeceiras de Basto,2019," 8,704"
Município,Cabeceiras de Basto,2020," 8,728"
Município,Fafe,2010," 19,726"
Município,Fafe,2011," 19,885"
Município,Fafe,2012," 20,001"
Município,Fafe,2013," 20,114"
Município,Fafe,2014," 20,165"
Município,Fafe,2015," 20,204"
Município,Fafe,2016," 20,258"
Município,Fafe,2017," 20,315"
Município,Fafe,2018," 20,370"
Município,Fafe,2019," 20,430"
Município,Fafe,2020," 20,493"
Município,Guimarães,2010," 43,833"
Município,Guimarães,2011," 44,123"
Município,Guimarães,2012," 44,316"
Município,Guimarães,2013," 44,474"
Município,Guimarães,2014," 44,576"
Município,Guimarães,2015," 44,668"
Município,Guimarães,2016," 44,786"
Município,Guimarães,2017," 44,927"
Município,Guimarães,2018," 45,094"
Município,Guimarães,2019," 45,276"
Município,Guimarães,2020," 45,456"
Município,Mondim de Basto,2010," 4,056"
Município,Mondim de Basto,2011," 4,088"
Município,Mondim de Basto,2012," 4,113"
Município,Mondim de Basto,2013," 4,126"
Município,Mondim de Basto,2014," 4,134"
Município,Mondim de Basto,2015," 4,145"
Município,Mondim de Basto,2016," 4,152"
Município,Mondim de Basto,2017," 4,159"
Município,Mondim de Basto,2018," 4,170"
Município,Mondim de Basto,2019," 4,177"
Município,Mondim de Basto,2020," 4,184"
Município,Póvoa de Lanhoso,2010," 9,732"
Município,Póvoa de Lanhoso,2011," 9,796"
Município,Póvoa de Lanhoso,2012," 9,827"
Município,Póvoa de Lanhoso,2013," 9,863"
Município,Póvoa de Lanhoso,2014," 9,889"
Município,Póvoa de Lanhoso,2015," 9,900"
Município,Póvoa de Lanhoso,2016," 9,913"
Município,Póvoa de Lanhoso,2017," 9,929"
Município,Póvoa de Lanhoso,2018," 9,949"
Município,Póvoa de Lanhoso,2019," 9,975"
Município,Póvoa de Lanhoso,2020," 9,996"
Município,Vieira do Minho,2010," 7,437"
Município,Vieira do Minho,2011," 7,479"
Município,Vieira do Minho,2012," 7,509"
Município,Vieira do Minho,2013," 7,524"
Município,Vieira do Minho,2014," 7,543"
Município,Vieira do Minho,2015," 7,554"
Município,Vieira do Minho,2016," 7,557"
Município,Vieira do Minho,2017," 7,569"
Município,Vieira do Minho,2018," 7,578"
Município,Vieira do Minho,2019," 7,588"
Município,Vieira do Minho,2020," 7,593"
Município,Vila Nova de Famalicão,2010," 38,789"
Município,Vila Nova de Famalicão,2011," 39,050"
Município,Vila Nova de Famalicão,2012," 39,257"
Município,Vila Nova de Famalicão,2013," 39,419"
Município,Vila Nova de Famalicão,2014," 39,521"
Município,Vila Nova de Famalicão,2015," 39,644"
Município,Vila Nova de Famalicão,2016," 39,770"
Município,Vila Nova de Famalicão,2017," 39,923"
Município,Vila Nova de Famalicão,2018," 40,095"
Município,Vila Nova de Famalicão,2019," 40,315"
Município,Vila Nova de Famalicão,2020," 40,541"
Município,Vizela,2010," 5,809"
Município,Vizela,2011," 5,846"
Município,Vizela,2012," 5,890"
Município,Vizela,2013," 5,917"
Município,Vizela,2014," 5,937"
Município,Vizela,2015," 5,954"
Município,Vizela,2016," 5,967"
Município,Vizela,2017," 5,988"
Município,Vizela,2018," 6,021"
Município,Vizela,2019," 6,047"
Município,Vizela,2020," 6,073"
NUTS III,Área Metropolitana do Porto,2010," 417,702"
NUTS III,Área Metropolitana do Porto,2011," 419,161"
NUTS III,Área Metropolitana do Porto,2012," 420,535"
NUTS III,Área Metropolitana do Porto,2013," 421,465"
NUTS III,Área Metropolitana do Porto,2014," 422,104"
NUTS III,Área Metropolitana do Porto,2015," 422,574"
NUTS III,Área Metropolitana do Porto,2016," 423,045"
NUTS III,Área Metropolitana do Porto,2017," 423,536"
NUTS III,Área Metropolitana do Porto,2018," 424,173"
NUTS III,Área Metropolitana do Porto,2019," 424,866"
NUTS III,Área Metropolitana do Porto,2020," 425,789"
Município,Arouca,2010," 9,947"
Município,Arouca,2011," 10,024"
Município,Arouca,2012," 10,065"
Município,Arouca,2013," 10,109"
Município,Arouca,2014," 10,142"
Município,Arouca,2015," 10,166"
Município,Arouca,2016," 10,195"
Município,Arouca,2017," 10,220"
Município,Arouca,2018," 10,239"
Município,Arouca,2019," 10,265"
Município,Arouca,2020," 10,284"
Município,Espinho,2010," 8,880"
Município,Espinho,2011," 8,902"
Município,Espinho,2012," 8,921"
Município,Espinho,2013," 8,929"
Município,Espinho,2014," 8,943"
Município,Espinho,2015," 8,955"
Município,Espinho,2016," 8,957"
Município,Espinho,2017," 8,962"
Município,Espinho,2018," 8,978"
Município,Espinho,2019," 8,990"
Município,Espinho,2020," 9,014"
Município,Gondomar,2010," 36,519"
Município,Gondomar,2011," 36,646"
Município,Gondomar,2012," 36,782"
Município,Gondomar,2013," 36,850"
Município,Gondomar,2014," 36,883"
Município,Gondomar,2015," 36,909"
Município,Gondomar,2016," 36,936"
Município,Gondomar,2017," 36,963"
Município,Gondomar,2018," 36,993"
Município,Gondomar,2019," 37,028"
Município,Gondomar,2020," 37,093"
Município,Maia,2010," 26,781"
Município,Maia,2011," 26,877"
Município,Maia,2012," 26,961"
Município,Maia,2013," 26,997"
Município,Maia,2014," 27,033"
Município,Maia,2015," 27,056"
Município,Maia,2016," 27,082"
Município,Maia,2017," 27,103"
Município,Maia,2018," 27,131"
Município,Maia,2019," 27,159"
Município,Maia,2020," 27,200"
Município,Matosinhos,2010," 33,387"
Município,Matosinhos,2011," 33,438"
Município,Matosinhos,2012," 33,533"
Município,Matosinhos,2013," 33,593"
Município,Matosinhos,2014," 33,637"
Município,Matosinhos,2015," 33,666"
Município,Matosinhos,2016," 33,686"
Município,Matosinhos,2017," 33,706"
Município,Matosinhos,2018," 33,732"
Município,Matosinhos,2019," 33,772"
Município,Matosinhos,2020," 33,826"
Município,Oliveira de Azeméis,2010," 22,476"
Município,Oliveira de Azeméis,2011," 22,559"
Município,Oliveira de Azeméis,2012," 22,615"
Município,Oliveira de Azeméis,2013," 22,658"
Município,Oliveira de Azeméis,2014," 22,679"
Município,Oliveira de Azeméis,2015," 22,704"
Município,Oliveira de Azeméis,2016," 22,719"
Município,Oliveira de Azeméis,2017," 22,731"
Município,Oliveira de Azeméis,2018," 22,752"
Município,Oliveira de Azeméis,2019," 22,775"
Município,Oliveira de Azeméis,2020," 22,801"
Município,Paredes,2010," 23,531"
Município,Paredes,2011," 23,674"
Município,Paredes,2012," 23,805"
Município,Paredes,2013," 23,869"
Município,Paredes,2014," 23,939"
Município,Paredes,2015," 23,984"
Município,Paredes,2016," 24,044"
Município,Paredes,2017," 24,088"
Município,Paredes,2018," 24,186"
Município,Paredes,2019," 24,264"
Município,Paredes,2020," 24,360"
Município,Porto,2010," 44,373"
Município,Porto,2011," 44,371"
Município,Porto,2012," 44,423"
Município,Porto,2013," 44,460"
Município,Porto,2014," 44,477"
Município,Porto,2015," 44,486"
Município,Porto,2016," 44,507"
Município,Porto,2017," 44,534"
Município,Porto,2018," 44,573"
Município,Porto,2019," 44,621"
Município,Porto,2020," 44,689"
Município,Póvoa de Varzim,2010," 17,046"
Município,Póvoa de Varzim,2011," 17,170"
Município,Póvoa de Varzim,2012," 17,284"
Município,Póvoa de Varzim,2013," 17,366"
Município,Póvoa de Varzim,2014," 17,415"
Município,Póvoa de Varzim,2015," 17,450"
Município,Póvoa de Varzim,2016," 17,492"
Município,Póvoa de Varzim,2017," 17,528"
Município,Póvoa de Varzim,2018," 17,584"
Município,Póvoa de Varzim,2019," 17,627"
Município,Póvoa de Varzim,2020," 17,702"
Município,Santa Maria da Feira,2010," 43,589"
Município,Santa Maria da Feira,2011," 43,733"
Município,Santa Maria da Feira,2012," 43,900"
Município,Santa Maria da Feira,2013," 44,028"
Município,Santa Maria da Feira,2014," 44,116"
Município,Santa Maria da Feira,2015," 44,189"
Município,Santa Maria da Feira,2016," 44,238"
Município,Santa Maria da Feira,2017," 44,317"
Município,Santa Maria da Feira,2018," 44,409"
Município,Santa Maria da Feira,2019," 44,484"
Município,Santa Maria da Feira,2020," 44,562"
Município,Santo Tirso,2010," 21,895"
Município,Santo Tirso,2011," 22,027"
Município,Santo Tirso,2012," 22,119"
Município,Santo Tirso,2013," 22,172"
Município,Santo Tirso,2014," 22,214"
Município,Santo Tirso,2015," 22,247"
Município,Santo Tirso,2016," 22,286"
Município,Santo Tirso,2017," 22,304"
Município,Santo Tirso,2018," 22,336"
Município,Santo Tirso,2019," 22,365"
Município,Santo Tirso,2020," 22,404"
Município,São João da Madeira,2010," 3,368"
Município,São João da Madeira,2011," 3,379"
Município,São João da Madeira,2012," 3,390"
Município,São João da Madeira,2013," 3,395"
Município,São João da Madeira,2014," 3,401"
Município,São João da Madeira,2015," 3,401"
Município,São João da Madeira,2016," 3,405"
Município,São João da Madeira,2017," 3,411"
Município,São João da Madeira,2018," 3,420"
Município,São João da Madeira,2019," 3,427"
Município,São João da Madeira,2020," 3,438"
Município,Trofa,2010," 9,993"
Município,Trofa,2011," 10,055"
Município,Trofa,2012," 10,098"
Município,Trofa,2013," 10,124"
Município,Trofa,2014," 10,143"
Município,Trofa,2015," 10,154"
Município,Trofa,2016," 10,175"
Município,Trofa,2017," 10,189"
Município,Trofa,2018," 10,201"
Município,Trofa,2019," 10,216"
Município,Trofa,2020," 10,242"
Município,Vale de Cambra,2010," 9,575"
Município,Vale de Cambra,2011," 9,599"
Município,Vale de Cambra,2012," 9,635"
Município,Vale de Cambra,2013," 9,648"
Município,Vale de Cambra,2014," 9,662"
Município,Vale de Cambra,2015," 9,671"
Município,Vale de Cambra,2016," 9,675"
Município,Vale de Cambra,2017," 9,688"
Município,Vale de Cambra,2018," 9,693"
Município,Vale de Cambra,2019," 9,706"
Município,Vale de Cambra,2020," 9,714"
Município,Valongo,2010," 18,466"
Município,Valongo,2011," 18,537"
Município,Valongo,2012," 18,590"
Município,Valongo,2013," 18,640"
Município,Valongo,2014," 18,663"
Município,Valongo,2015," 18,692"
Município,Valongo,2016," 18,713"
Município,Valongo,2017," 18,744"
Município,Valongo,2018," 18,767"
Município,Valongo,2019," 18,795"
Município,Valongo,2020," 18,829"
Município,Vila do Conde,2010," 22,808"
Município,Vila do Conde,2011," 22,977"
Município,Vila do Conde,2012," 23,079"
Município,Vila do Conde,2013," 23,140"
Município,Vila do Conde,2014," 23,184"
Município,Vila do Conde,2015," 23,210"
Município,Vila do Conde,2016," 23,243"
Município,Vila do Conde,2017," 23,271"
Município,Vila do Conde,2018," 23,297"
Município,Vila do Conde,2019," 23,331"
Município,Vila do Conde,2020," 23,391"
Município,Vila Nova de Gaia,2010," 65,068"
Município,Vila Nova de Gaia,2011," 65,193"
Município,Vila Nova de Gaia,2012," 65,335"
Município,Vila Nova de Gaia,2013," 65,487"
Município,Vila Nova de Gaia,2014," 65,573"
Município,Vila Nova de Gaia,2015," 65,634"
Município,Vila Nova de Gaia,2016," 65,692"
Município,Vila Nova de Gaia,2017," 65,777"
Município,Vila Nova de Gaia,2018," 65,882"
Município,Vila Nova de Gaia,2019," 66,041"
Município,Vila Nova de Gaia,2020," 66,240"
NUTS III,Alto Tâmega,2010," 63,004"
NUTS III,Alto Tâmega,2011," 63,342"
NUTS III,Alto Tâmega,2012," 63,490"
NUTS III,Alto Tâmega,2013," 63,594"
NUTS III,Alto Tâmega,2014," 63,672"
NUTS III,Alto Tâmega,2015," 63,755"
NUTS III,Alto Tâmega,2016," 63,821"
NUTS III,Alto Tâmega,2017," 63,893"
NUTS III,Alto Tâmega,2018," 63,990"
NUTS III,Alto Tâmega,2019," 64,072"
NUTS III,Alto Tâmega,2020," 64,154"
Município,Boticas,2010," 4,537"
Município,Boticas,2011," 4,554"
Município,Boticas,2012," 4,557"
Município,Boticas,2013," 4,567"
Município,Boticas,2014," 4,571"
Município,Boticas,2015," 4,576"
Município,Boticas,2016," 4,580"
Município,Boticas,2017," 4,580"
Município,Boticas,2018," 4,580"
Município,Boticas,2019," 4,581"
Município,Boticas,2020," 4,581"
Município,Chaves,2010," 22,472"
Município,Chaves,2011," 22,635"
Município,Chaves,2012," 22,683"
Município,Chaves,2013," 22,710"
Município,Chaves,2014," 22,723"
Município,Chaves,2015," 22,752"
Município,Chaves,2016," 22,773"
Município,Chaves,2017," 22,793"
Município,Chaves,2018," 22,821"
Município,Chaves,2019," 22,845"
Município,Chaves,2020," 22,867"
Município,Montalegre,2010," 10,129"
Município,Montalegre,2011," 10,177"
Município,Montalegre,2012," 10,199"
Município,Montalegre,2013," 10,213"
Município,Montalegre,2014," 10,231"
Município,Montalegre,2015," 10,244"
Município,Montalegre,2016," 10,253"
Município,Montalegre,2017," 10,261"
Município,Montalegre,2018," 10,271"
Município,Montalegre,2019," 10,279"
Município,Montalegre,2020," 10,289"
Município,Ribeira de Pena,2010," 4,592"
Município,Ribeira de Pena,2011," 4,620"
Município,Ribeira de Pena,2012," 4,631"
Município,Ribeira de Pena,2013," 4,648"
Município,Ribeira de Pena,2014," 4,656"
Município,Ribeira de Pena,2015," 4,664"
Município,Ribeira de Pena,2016," 4,671"
Município,Ribeira de Pena,2017," 4,680"
Município,Ribeira de Pena,2018," 4,687"
Município,Ribeira de Pena,2019," 4,692"
Município,Ribeira de Pena,2020," 4,698"
Município,Valpaços,2010," 12,022"
Município,Valpaços,2011," 12,070"
Município,Valpaços,2012," 12,113"
Município,Valpaços,2013," 12,137"
Município,Valpaços,2014," 12,156"
Município,Valpaços,2015," 12,174"
Município,Valpaços,2016," 12,184"
Município,Valpaços,2017," 12,205"
Município,Valpaços,2018," 12,235"
Município,Valpaços,2019," 12,262"
Município,Valpaços,2020," 12,285"
Município,Vila Pouca de Aguiar,2010," 9,252"
Município,Vila Pouca de Aguiar,2011," 9,286"
Município,Vila Pouca de Aguiar,2012," 9,307"
Município,Vila Pouca de Aguiar,2013," 9,319"
Município,Vila Pouca de Aguiar,2014," 9,335"
Município,Vila Pouca de Aguiar,2015," 9,345"
Município,Vila Pouca de Aguiar,2016," 9,360"
Município,Vila Pouca de Aguiar,2017," 9,374"
Município,Vila Pouca de Aguiar,2018," 9,396"
Município,Vila Pouca de Aguiar,2019," 9,413"
Município,Vila Pouca de Aguiar,2020," 9,434"
NUTS III,Tâmega e Sousa,2010," 156,804"
NUTS III,Tâmega e Sousa,2011," 158,121"
NUTS III,Tâmega e Sousa,2012," 159,027"
NUTS III,Tâmega e Sousa,2013," 159,577"
NUTS III,Tâmega e Sousa,2014," 159,971"
NUTS III,Tâmega e Sousa,2015," 160,337"
NUTS III,Tâmega e Sousa,2016," 160,723"
NUTS III,Tâmega e Sousa,2017," 161,097"
NUTS III,Tâmega e Sousa,2018," 161,444"
NUTS III,Tâmega e Sousa,2019," 161,873"
NUTS III,Tâmega e Sousa,2020," 162,274"
Município,Amarante,2010," 22,817"
Município,Amarante,2011," 23,021"
Município,Amarante,2012," 23,137"
Município,Amarante,2013," 23,225"
Município,Amarante,2014," 23,281"
Município,Amarante,2015," 23,331"
Município,Amarante,2016," 23,394"
Município,Amarante,2017," 23,454"
Município,Amarante,2018," 23,493"
Município,Amarante,2019," 23,542"
Município,Amarante,2020," 23,582"
Município,Baião,2010," 10,543"
Município,Baião,2011," 10,595"
Município,Baião,2012," 10,645"
Município,Baião,2013," 10,666"
Município,Baião,2014," 10,681"
Município,Baião,2015," 10,688"
Município,Baião,2016," 10,697"
Município,Baião,2017," 10,713"
Município,Baião,2018," 10,728"
Município,Baião,2019," 10,744"
Município,Baião,2020," 10,760"
Município,Castelo de Paiva,2010," 6,543"
Município,Castelo de Paiva,2011," 6,591"
Município,Castelo de Paiva,2012," 6,639"
Município,Castelo de Paiva,2013," 6,679"
Município,Castelo de Paiva,2014," 6,698"
Município,Castelo de Paiva,2015," 6,718"
Município,Castelo de Paiva,2016," 6,732"
Município,Castelo de Paiva,2017," 6,749"
Município,Castelo de Paiva,2018," 6,767"
Município,Castelo de Paiva,2019," 6,789"
Município,Castelo de Paiva,2020," 6,814"
Município,Celorico de Basto,2010," 9,923"
Município,Celorico de Basto,2011," 10,025"
Município,Celorico de Basto,2012," 10,079"
Município,Celorico de Basto,2013," 10,108"
Município,Celorico de Basto,2014," 10,129"
Município,Celorico de Basto,2015," 10,162"
Município,Celorico de Basto,2016," 10,200"
Município,Celorico de Basto,2017," 10,228"
Município,Celorico de Basto,2018," 10,255"
Município,Celorico de Basto,2019," 10,285"
Município,Celorico de Basto,2020," 10,306"
Município,Cinfães,2010," 10,832"
Município,Cinfães,2011," 10,901"
Município,Cinfães,2012," 10,944"
Município,Cinfães,2013," 10,970"
Município,Cinfães,2014," 10,990"
Município,Cinfães,2015," 11,006"
Município,Cinfães,2016," 11,017"
Município,Cinfães,2017," 11,024"
Município,Cinfães,2018," 11,028"
Município,Cinfães,2019," 11,033"
Município,Cinfães,2020," 11,039"
Município,Felgueiras,2010," 17,884"
Município,Felgueiras,2011," 17,991"
Município,Felgueiras,2012," 18,069"
Município,Felgueiras,2013," 18,118"
Município,Felgueiras,2014," 18,148"
Município,Felgueiras,2015," 18,173"
Município,Felgueiras,2016," 18,213"
Município,Felgueiras,2017," 18,243"
Município,Felgueiras,2018," 18,266"
Município,Felgueiras,2019," 18,297"
Município,Felgueiras,2020," 18,319"
Município,Lousada,2010," 14,336"
Município,Lousada,2011," 14,477"
Município,Lousada,2012," 14,593"
Município,Lousada,2013," 14,648"
Município,Lousada,2014," 14,692"
Município,Lousada,2015," 14,750"
Município,Lousada,2016," 14,805"
Município,Lousada,2017," 14,860"
Município,Lousada,2018," 14,903"
Município,Lousada,2019," 14,964"
Município,Lousada,2020," 15,013"
Município,Marco de Canaveses,2010," 18,868"
Município,Marco de Canaveses,2011," 19,024"
